metal1,metal2,n_metal1,n_metal2,linker1,linker2,linker3,n_linker1,n_linker2,n_linker3,modulator1,modulator2,n_modulator1,n_modulator2,solvent1,solvent2,solvent3,n_solvent1,n_solvent2,n_solvent3,temperature,time,equip,result,linker1_smiles,linker2_smiles,linker3_smiles,linker1_carboxylate,linker2_carboxylate,linker3_carboxylate,linker1_N_donnor,linker2_N_donnor,linker3_N_donnor,linker1_phosphate,linker2_phosphate,linker3_phosphate,linker1_chelating,linker2_chelating,linker3_chelating,solvent1_smiles,solvent1_type,solvent1_mmol,solvent2_smiles,solvent2_type,solvent2_mmol,solvent3_smiles,solvent3_type,solvent3_mmol,modulator1_smiles,modulator1_type,modulator1_mmol,modulator2_smiles,modulator2_type,modulator2_mmol,linker1_MW,linker2_MW,linker3_MW,linker1_mol,linker2_mol,linker3_mol,metal1_mol,metal2_mol,solvent1_mol,solvent2_mol,solvent3_mol,modulator1_mol,modulator2_mol
In(NO3)3·4H2O,,0.0435 mmol,,H3L1,H2L2-CH3,,0.02 mmol,0.02 mmol,,HNO3,,1.4 mmol,,DMF,,,2.5 mL,,,105.0,36.0,1,1,O=C(O)C1=CC=C(C=C1)NC(=O)C=2C=C(C=C(C2)C(=O)NC3=CC=C(C=C3)C(=O)O)C(=O)NC4=CC=C(C=C4)C(=O)O,O=C(O)C1=CC=C(C=C1C)NC(=O)C2=CC=C(C=C2)C(=O)OC,,3.0,2.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,O=CN(C)C,S,12.92242441,,,,,,,O=N(=O)O,A,24.59926996,,,,567.1277792520001,313.09502258,,0.02,0.02,,0.0435,,32.306061025,,,1.4,
Zn(NO3)2·4H2O,,1.2 mmol,,HbTZ,HbIM,,1.68 mmol,0.75 mmol,,,,,,DMF,,,12 mL,,,100.0,48.0,1,1,N1=NC=2C=CC=CC2N1,N1=CNC=2C=CC=CC12,,0.0,0.0,,2.0,2.0,,0.0,0.0,,0.0,0.0,,O=CN(C)C,S,12.92242441,,,,,,,,,,,,,119.04834716,118.053098192,,1.68,0.75,,1.2,,155.06909292,,,,
Zn(NO3)2·4H2O,,1.2 mmol,,HbTZ,HmbIM,,1.68 mmol,0.75 mmol,,TBAH,,0.25 mmol,,DMF,,,12 mL,,,100.0,48.0,1,1,N1=NC=2C=CC=CC2N1,N1=CNC=2C=CC(=CC12)C,,0.0,0.0,,2.0,2.0,,0.0,0.0,,0.0,0.0,,O=CN(C)C,S,12.92242441,,,,,,,[OH-].CCCC[N+](CCCC)(CCCC)CCCC,B,3.854010098,,,,119.04834716,132.068748256,,1.68,0.75,,1.2,,155.06909292,,,0.25,
Zn(NO3)2·4H2O,,1.2 mmol,,HbTZ,HbbIM,,1.68 mmol,0.75 mmol,,TBAH,,0.25 mmol,,DMF,,,12 mL,,,100.0,48.0,1,1,N1=NC=2C=CC=CC2N1,BrC=1C=CC=2NC=NC2C1,,0.0,0.0,,2.0,2.0,,0.0,0.0,,0.0,0.0,,O=CN(C)C,S,12.92242441,,,,,,,[OH-].CCCC[N+](CCCC)(CCCC)CCCC,B,3.854010098,,,,119.04834716,195.96361026,,1.68,0.75,,1.2,,155.06909292,,,0.25,
Zn(NO3)2·4H2O,,1.2 mmol,,HbTZ,HcbIM,,1.68 mmol,0.75 mmol,,TBAH,,0.25 mmol,,DMF,,,12 mL,,,100.0,48.0,1,1,N1=NC=2C=CC=CC2N1,ClC=1C=CC=2NC=NC2C1,,0.0,0.0,,2.0,2.0,,0.0,0.0,,0.0,0.0,,O=CN(C)C,S,12.92242441,,,,,,,[OH-].CCCC[N+](CCCC)(CCCC)CCCC,B,3.854010098,,,,119.04834716,152.01412584,,1.68,0.75,,1.2,,155.06909292,,,0.25,
Zn(NO3)2·4H2O,,7 mmol,,HbTZ,HbIM,,9.6 mmol,4.8 mmol,,TBAH,,3 mmol,,DMF,,,70 mL,,,100.0,48.0,1,0,N1=NC=2C=CC=CC2N1,N1=CNC=2C=CC=CC12,,0.0,0.0,,2.0,2.0,,0.0,0.0,,0.0,0.0,,O=CN(C)C,S,12.92242441,,,,,,,[OH-].CCCC[N+](CCCC)(CCCC)CCCC,B,3.854010098,,,,119.04834716,118.053098192,,9.6,4.8,,7.0,,904.5697087,,,3.0,
Zn(NO3)2·4H2O,,7 mmol,,HbTZ,HmbIM,,9.6 mmol,4.8 mmol,,TBAH,,3 mmol,,DMF,,,70 mL,,,100.0,48.0,1,0,N1=NC=2C=CC=CC2N1,N1=CNC=2C=CC(=CC12)C,,0.0,0.0,,2.0,2.0,,0.0,0.0,,0.0,0.0,,O=CN(C)C,S,12.92242441,,,,,,,[OH-].CCCC[N+](CCCC)(CCCC)CCCC,B,3.854010098,,,,119.04834716,132.068748256,,9.6,4.8,,7.0,,904.5697087,,,3.0,
Zn(NO3)2·4H2O,,7 mmol,,HbTZ,HbbIM,,9.6 mmol,4.8 mmol,,TBAH,,3 mmol,,DMF,,,70 mL,,,100.0,48.0,1,0,N1=NC=2C=CC=CC2N1,BrC=1C=CC=2NC=NC2C1,,0.0,0.0,,2.0,2.0,,0.0,0.0,,0.0,0.0,,O=CN(C)C,S,12.92242441,,,,,,,[OH-].CCCC[N+](CCCC)(CCCC)CCCC,B,3.854010098,,,,119.04834716,195.96361026,,9.6,4.8,,7.0,,904.5697087,,,3.0,
Zn(NO3)2·4H2O,,7 mmol,,HbTZ,HcbIM,,9.6 mmol,4.8 mmol,,TBAH,,3 mmol,,DMF,,,70 mL,,,100.0,48.0,1,0,N1=NC=2C=CC=CC2N1,ClC=1C=CC=2NC=NC2C1,,0.0,0.0,,2.0,2.0,,0.0,0.0,,0.0,0.0,,O=CN(C)C,S,12.92242441,,,,,,,[OH-].CCCC[N+](CCCC)(CCCC)CCCC,B,3.854010098,,,,119.04834716,152.01412584,,9.6,4.8,,7.0,,904.5697087,,,3.0,
AlCl3·6H2O,,0.5 mmol,,H2PZVDC,,,0.5 mmol,,,,,,,DMF,H2O,,0.6 mL,2.4 mL,,120.0,24.0,1,0,C1=C(NN=C1C(=O)O)/C=C/C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,O,S,55.65649279,,,,,,,,,,182.032756672,,,0.5,,,0.5,,7.753454646,133.575582696,,,
AlCl3·6H2O,,2 mmol,,H2PZVDC,,,2 mmol,,,NaOH,,4 mmol,,H2O,,,10 mL,,,120.0,2.0,1,0,C1=C(NN=C1C(=O)O)/C=C/C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O,S,55.65649279,,,,,,,[Na]O,B,25.0,,,,182.032756672,,,2.0,,,2.0,,556.5649279,,,4.0,
Ti16O16(OC2H5)32,,100 mg,,fumaric acid,,,60 mg,,,m-Cresol,,200 uL,,THF,EtOH,,2 mL,2 mL,,140.0,32.0,1,0,O=C(O)C=CC(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O1CCCC1,S,12.33116073,OCC,S,17.12611244,,,,OC1=CC=CC(=C1)C,S,9.561679305,,,,116.010958608,,,0.517192519740652,,,0.0405870511072147,,24.66232146,34.25222488,,1.912335861,
Ti16O16(OC2H5)32,,100 mg,,"furan-2,5-dicarboxylic acid",,,80.68 mg,,,m-Cresol,,200 uL,,THF,EtOH,,2 mL,2 mL,,140.0,32.0,1,0,O=C(O)C=1OC(=CC1)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O1CCCC1,S,12.33116073,OCC,S,17.12611244,,,,OC1=CC=CC(=C1)C,S,9.561679305,,,,156.00587322799998,,,0.5171600166750615,,,0.0405870511072147,,24.66232146,34.25222488,,1.912335861,
Ti16O16(OC2H5)32,,100 mg,,"thiophene-2,5-dicarboxylic acid",,,88.96 mg,,,m-Cresol,,200 uL,,THF,EtOH,,2 mL,2 mL,,140.0,32.0,1,0,O=C(O)C=1SC(=CC1)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O1CCCC1,S,12.33116073,OCC,S,17.12611244,,,,OC1=CC=CC(=C1)C,S,9.561679305,,,,171.983029608,,,0.5172603378529035,,,0.0405870511072147,,24.66232146,34.25222488,,1.912335861,
Zn(NO3)2·4H2O,,0.09 g,,H-IM,,,0.15 g,,,,,,,DMF,,,18 mL,,,85.0,24.0,1,1,N=1C=CNC1,,,0.0,,,2.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,,,,,,,68.037448128,,,2.204668225031052,,,0.3442194388213437,,232.60363938,,,,
Zn(NO3)2·4H2O,,0.010 g,,H-IM,,,0.030 g,,,,,,,DMF,NMP,,2 mL,1 mL,,85.0,96.0,1,1,N=1C=CNC1,,,0.0,,,2.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,O=C1N(C)CCC1,S,10.36013316,,,,,,,,,,68.037448128,,,0.4409336450062103,,,0.0382466043134826,,25.84484882,10.36013316,,,
Zn(NO3)2·4H2O,,0.040 g,,H-IM,,,0.030 g,,,,,,,DMF,,,3 mL,,,130.0,48.0,1,1,N=1C=CNC1,,,0.0,,,2.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,,,,,,,68.037448128,,,0.4409336450062103,,,0.1529864172539305,,38.76727323,,,,
Zn(NO3)2·4H2O,,0.030 g,,H-PhIM,,,0.010 g,,,,,,,DMF,,,3 mL,,,130.0,48.0,1,1,N1=CNC=2C=CC=CC12,,,0.0,,,2.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,,,,,,,118.053098192,,,0.0847076455692516,,,0.1147398129404479,,38.76727323,,,,
Zn(NO3)2·4H2O,,0.210 g,,H-MeIM,,,0.060 g,,,,,,,DMF,,,18 mL,,,140.0,24.0,1,1,N=1C=CNC1C,,,0.0,,,2.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,,,,,,,82.053098192,,,0.7312338147135299,,,0.8031786905831353,,232.60363938,,,,
Co(NO3)2·6H2O,,0.210 g,,benzimidazole,,,0.060 g,,,,,,,DMF,,,18 mL,,,130.0,48.0,1,1,N1=CNC=2C=CC=CC12,,,0.0,,,2.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,,,,,,,118.053098192,,,0.50824587341551,,,0.7215461373092679,,232.60363938,,,,
Zn(NO3)2·4H2O,,0.010 g,,imidazole,,,0.030 g,,,,,,,DMF,,,3 mL,,,85.0,96.0,1,1,N=1C=CNC1,,,0.0,,,2.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,,,,,,,68.037448128,,,0.4409336450062103,,,0.0382466043134826,,38.76727323,,,,
Zn(NO3)2·4H2O,,0.60 g,,benzimidazole,,,4.2 g,,,,,,,DEF,,,360 mL,,,100.0,96.0,1,1,N1=CNC=2C=CC=CC12,,,0.0,,,2.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,,,,,,,,,,,,,118.053098192,,,35.5772111390857,,,2.294796258808958,,3223.4503212,,,,
Co(NO3)2·6H2O,,0.010 g,,benzimidazole,,,0.030 g,,,,,,,DEF,,,3 mL,,,130.0,48.0,1,1,N1=CNC=2C=CC=CC12,,,0.0,,,2.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,,,,,,,,,,,,,118.053098192,,,0.254122936707755,,,0.0343593398718699,,26.86208601,,,,
Zn(NO3)2·4H2O,,0.00000263 mol,,imidazole,,,0.0000398 mol,,,,,,,DMF,,,0.3 mL,,,85.0,72.0,1,1,N=1C=CNC1,,,0.0,,,2.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,,,,,,,68.037448128,,,0.0397999999999999,,,0.00263,,3.876727323,,,,
Zn(NO3)2·4H2O,,0.00000323 mol,,imidazole,,,0.0000386 mol,,,,,,,DMF,,,0.3 mL,,,85.0,72.0,1,0,N=1C=CNC1,,,0.0,,,2.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,,,,,,,68.037448128,,,0.0386,,,0.00323,,3.876727323,,,,
In(NO3)3·5H2O,Zn(NO3)2·4H2O,0.0004 mol,0.0001 mol,imidazole,,,0.002 mol,,,tetraethylammonium hydroxide,,0.0175 mg,,DEF,n-butanol,,4 mL,2 mL,,150.0,72.0,1,1,N=1C=CNC1,,,0.0,,,2.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,OCCCC,S,10.92552617,,,,[OH-].CC[N+](CC)(CC)CC,B,,,,,68.037448128,,,2.0,,,0.4,0.1,35.81611468,21.85105234,,0.05 mL,
Cu(NO3)2·5H2O,,76 mg,,LH6-1,,,39.4 umol,,,HCl,,0.3 mL,,DMF,EtOH,,9.6 mL,8 mL,,75.0,48.0,1,1,O=C(O)C1=CC(C#CC#CC2=CC=C(C#CC=3C=C(C#CC4=CC=C(C#CC#CC=5C=C(C=C(C5)C(=O)O)C(=O)O)C=C4)C=C(C#CC6=CC=C(C#CC#CC=7C=C(C=C(C7)C(=O)O)C(=O)O)C=C6)C3)C=C2)=CC(=C1)C(=O)O,,,6.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,OCC,S,17.12611244,,,,Cl,A,30.06582556,,,,1014.1737264000002,,,0.0394,,,0.2737294630868616,,124.055274336,137.00889952,,9.019747667999999,
Cu(NO3)2·5H2O,,38 mg,,LH6-2,,,18.7 umol,,,HCl,,0.15 mL,,DMF,EtOH,,4.8 mL,4 mL,,80.0,48.0,1,1,O=C(O)C1=CC(C#CC2=CC=C(C#CC=3C=CC(=CC3)C4=CC(=CC(=C4)C=5C=CC(C#CC6=CC=C(C#CC=7C=C(C=C(C7)C(=O)O)C(=O)O)C=C6)=CC5)C=8C=CC(C#CC9=CC=C(C#CC=%10C=C(C=C(C%10)C(=O)O)C(=O)O)C=C9)=CC8)C=C2)=CC(=C1)C(=O)O,,,6.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,OCC,S,17.12611244,,,,Cl,A,30.06582556,,,,1170.2676267840002,,,0.0187,,,0.1368647315434308,,62.027637168,68.50444976,,4.5098738339999995,
ZnCl2,,3.0 g,,H2BDC,,,2.15 g,,,40% methylamine,,3.6 mL,,DMF,H2O,,250 mL,100 mL,,25.0,24.0,2,1,O=C(O)C1=CC=C(C=C1)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,O,S,55.65649279,,,,NC,B,21.32646491,,,,166.026608672,,,12.949731474955993,,,22.013501614323452,,3230.6061025,5565.649279,,30.710109470399996,
Zn(NO3)2·4H2O,,0.250 g,,H2DHBDC,,,0.100 g,,,1-propanol,H2O,0.5 mL,0.5 mL,DMF,,,10 mL,,,100.0,20.0,1,1,O=C(O)C1=CC(O)=C(C=C1O)C(=O)O,,,2.0,,,0.0,,,0.0,,,2.0,,,O=CN(C)C,S,12.92242441,,,,,,,CCCO,S,13.36106489,O,S,55.65649279,198.016437912,,,0.5050085793606728,,,0.9561651078370658,,129.2242441,,,6.680532445,27.828246395
Cu(NO3)2·5H2O,,10.0 g,,H3BTC,,,5.0 g,,,,,,,DMF,EtOH,H2O,83.3 mL,83.3 mL,83.3 mL,85.0,20.0,1,1,O=C(O)C=1C=C(C=C(C1)C(=O)O)C(=O)O,,,3.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,OCC,S,17.12611244,O,S,55.65649279,,,,,,,210.016437912,,,23.8076602465521,,,36.017034616692314,,1076.437953353,1426.605166252,4636.185849407,,
Zn(NO3)2·4H2O,,3.00 g,,H2HPDC,,,0.50 g,,,,,,,DEF,,,100 mL,,,100.0,20.0,1,1,O=C(O)C=1C=C2C=3C=4C(=CC(=CC4CCC3C1)C(=O)O)CC2,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,,,,,,,,,,,,,294.089208928,,,1.7001643882908055,,,11.47398129404479,,895.402867,,,,
Zn(NO3)2·4H2O,,6.945 g,,H2NH2BDC,,,0.966 g,,,,,,,DEF,,,300 mL,,,85.0,96.0,1,1,O=C(O)C1=CC=C(C(=O)O)C(N)=C1,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,,,,,,,,,,,,,181.037507704,,,5.3359108410806755,,,26.56226669571369,,2686.208601,,,,
Zn(NO3)2·4H2O,,9.00 g,,H2H4BDC,,,2.50 g,,,,,,,DEF,,,300 mL,,,100.0,20.0,1,1,O=C(O)C1=CC=C(C(=O)O)C2=C1CC2,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,,,,,,,,,,,,,192.042258736,,,13.017968110012408,,,34.42194388213437,,2686.208601,,,,
Zn(NO3)2·4H2O,,0.832 g,,H2BDC,,,0.176 g,,,,,,,DEF,,,10 mL,,,100.0,20.0,1,1,O=C(O)C1=CC=C(C=C1)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,,,,,,,,,,,,,166.026608672,,,1.060071041670816,,,3.182117478881755,,89.5402867,,,,
Zn(NO3)2·6H2O,,0.368 g,,H3BTB,,,0.180 g,,,,,,,DEF,,,10 mL,,,100.0,20.0,1,1,O=C(O)C=1C=CC(=CC1)C2=CC(=CC(=C2)C=3C=CC(=CC3)C(=O)O)C=4C=CC(=CC4)C(=O)O,,,3.0,,,0.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,,,,,,,,,,,,,438.1103382959999,,,0.4108554039151362,,,1.237009384598588,,89.5402867,,,,
AlCl3·6H2O,,0.384 mmol,,H2N-H2bdc,,,0.129 mmol,,,,,,,MeOH,,,1.235 mL,,,125.0,5.0,1,0,O=C(O)C1=CC=C(C(=O)O)C(N)=C1,,,2.0,,,0.0,,,0.0,,,0.0,,,OC,S,25.28089888,,,,,,,,,,,,,181.037507704,,,0.129,,,0.384,,31.2219101168,,,,
AlCl3·6H2O,,38.4 mmol,,H2N-H2bdc,,,12.9 mmol,,,,,,,MeOH,,,123 mL,,,125.0,5.0,1,0,O=C(O)C1=CC=C(C(=O)O)C(N)=C1,,,2.0,,,0.0,,,0.0,,,0.0,,,OC,S,25.28089888,,,,,,,,,,,,,181.037507704,,,12.9,,,38.4,,3109.5505622399996,,,,
Bi(NO3)3·5H2O,,0.31 mmol,,H3BTB,,,0.46 mmol,,,,,,,MeOH,,,10 mL,,,120.0,12.0,1,0,O=C(O)C=1C=CC(=CC1)C2=CC(=CC(=C2)C=3C=CC(=CC3)C(=O)O)C=4C=CC(=CC4)C(=O)O,,,3.0,,,0.0,,,0.0,,,0.0,,,OC,S,25.28089888,,,,,,,,,,,,,438.1103382959999,,,0.46,,,0.31,,252.8089888,,,,
Bi(NO3)3·5H2O,,0.31 mmol,,H3BTB,,,0.46 mmol,,,,,,,MeOH,DMF,,7.5 mL,2.5 mL,,120.0,12.0,1,0,O=C(O)C=1C=CC(=CC1)C2=CC(=CC(=C2)C=3C=CC(=CC3)C(=O)O)C=4C=CC(=CC4)C(=O)O,,,3.0,,,0.0,,,0.0,,,0.0,,,OC,S,25.28089888,O=CN(C)C,S,12.92242441,,,,,,,,,,438.1103382959999,,,0.46,,,0.31,,189.6067416,32.306061025,,,
Bi(NO3)3·5H2O,,0.31 mmol,,H3BTB,,,0.46 mmol,,,,,,,MeOH,,,20 mL,,,120.0,0.33,3,0,O=C(O)C=1C=CC(=CC1)C2=CC(=CC(=C2)C=3C=CC(=CC3)C(=O)O)C=4C=CC(=CC4)C(=O)O,,,3.0,,,0.0,,,0.0,,,0.0,,,OC,S,25.28089888,,,,,,,,,,,,,438.1103382959999,,,0.46,,,0.31,,505.6179776,,,,
Al2(SO4)3·18H2O,,0.22 mmol,,"4,4′-benzophenonedicarboxylic acid",,,0.22 mmol,,,,,,,DMF,H2O,,250 uL,250 uL,,140.0,12.0,1,1,O=C(O)C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,O,S,55.65649279,,,,,,,,,,270.05282342,,,0.22,,,0.22,,3.2306061025,13.9141231975,,,
Al2(SO4)3·18H2O,,3.7 mmol,,"4,4′-benzophenonedicarboxylic acid",,,7.4 mmol,,,,,,,DMF,H2O,,12 mL,8 mL,,140.0,12.0,1,0,O=C(O)C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,O,S,55.65649279,,,,,,,,,,270.05282342,,,7.4,,,3.7,,155.06909292,445.25194232,,,
Al2(SO4)3·18H2O,,1.20 mmol,,"1,3-H2BDC",,,1.20 mmol,,,,,,,DMF,H2O,,1 mL,4 mL,,135.0,12.0,1,0,O=C(O)C1=CC=CC(=C1)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,O,S,55.65649279,,,,,,,,,,166.026608672,,,1.2,,,1.2,,12.92242441,222.62597116,,,
Al2(SO4)3·18H2O,,4.44 mmol,,5-methylisophthalic acid,,,4.44 mmol,,,,,,,DMF,H2O,,4 mL,16 mL,,130.0,12.0,1,0,O=C(O)C=1C=C(C=C(C1)C)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,O,S,55.65649279,,,,,,,,,,180.042258736,,,4.44,,,4.44,,51.68969764,890.50388464,,,
Al2(SO4)3·18H2O,,3.06 mmol,,5-methoxyisophthalic acid,,,6.12 mmol,,,,,,,DMF,H2O,,3 mL,12 mL,,130.0,12.0,1,0,O=C(O)C1=CC(OC)=CC(=C1)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,O,S,55.65649279,,,,,,,,,,196.037173356,,,6.12,,,3.06,,38.76727323,667.87791348,,,
AlCl3·6H2O,,6.80 mmol,,5-nitroisophthalic acid,,,6.82 mmol,,,,,,,DMF,H2O,,4 mL,12.6 mL,,130.0,12.0,1,0,O=C(O)C=1C=C(C=C(C1)N(=O)=O)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,O,S,55.65649279,,,,,,,,,,211.01168688,,,6.82,,,6.8,,51.68969764,701.271809154,,,
AlCl3·6H2O,,6.6 mmol,,5-aminoisophthalic acid,,,6.63 mmol,,,,,,,DMF,H2O,,4 mL,12.7 mL,,120.0,12.0,1,0,O=C(O)C1=CC(N)=CC(=C1)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,O,S,55.65649279,,,,,,,,,,181.037507704,,,6.63,,,6.6,,51.68969764,706.8374584329999,,,
AlCl3·6H2O,,5.6 mmol,,5-hydroxyisophthalic acid,,,5.49 mmol,,,,,,,DMF,H2O,,4 mL,13.2 mL,,120.0,12.0,1,0,O=C(O)C1=CC(O)=CC(=C1)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,O,S,55.65649279,,,,,,,,,,182.021523292,,,5.49,,,5.6,,51.68969764,734.665704828,,,
AlCl3·6H2O,,3 mmol,,H2SDBA,,,1.2 mmol,,,NaOH,,3.6 mmol,,H2O,,,18.2 mL,,,150.0,12.0,1,0,O=C(O)C1=CC=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O,S,55.65649279,,,,,,,[Na]O,B,25.0,,,,306.01980904,,,1.2,,,3.0,,1012.948168778,,,3.6,
AlCl3·6H2O,,0.15 mmol,,DPSDA,,,0.15 mmol,,,,,,,H2O,,,1425 uL,,,170.0,5.0,3,0,O=C(O)C1=CC=C(C=C1C(=O)O)S(=O)(=O)C2=CC=C(C(=O)O)C(=C2)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O,S,55.65649279,,,,,,,,,,,,,393.9994675199999,,,0.15,,,0.15,,79.31050222575,,,,
Al(NO3)3·9H2O,,0.5 mmol,,DPSDA,,,0.05 mmol,,,,,,,H2O,,,1000 uL,,,170.0,5.0,3,0,O=C(O)C1=CC=C(C=C1C(=O)O)S(=O)(=O)C2=CC=C(C(=O)O)C(=C2)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O,S,55.65649279,,,,,,,,,,,,,393.9994675199999,,,0.05,,,0.5,,55.65649279,,,,
Bi(NO3)3·5H2O,,259 umol,,H3BTC,,,297 umol,,,,,,,MeOH,,,5 mL,,,120.0,0.333,3,1,O=C(O)C=1C=C(C=C(C1)C(=O)O)C(=O)O,,,3.0,,,0.0,,,0.0,,,0.0,,,OC,S,25.28089888,,,,,,,,,,,,,210.016437912,,,0.297,,,0.259,,126.4044944,,,,
(NH4)2Ce(NO3)6,,0.0506 mmol,,H6TCPP,,,0.0253 mmol,,,,,,,DMF,H2O,,1200 uL,300 uL,,100.0,2.0,1,0,O=C(O)C=1C=CC(=CC1)C=2C3=NC(C=C3)=C(C4=CC=C(C=C4)C(=O)O)C5=CC=C(N5)C(=C6N=C(C=C6)C(C7=CC=C(C=C7)C(=O)O)=C8C=CC2N8)C=9C=CC(=CC9)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,O,S,55.65649279,,,,,,,,,,790.2063639200002,,,0.0253,,,0.0506,,15.506909292,16.696947837,,,
(NH4)2Ce(NO3)6,,0.0506 mmol,,H6TCPP,,,0.0253 mmol,,,HBA-H,,4.67 mmol,,DMF,H2O,,1200 uL,394 uL,,120.0,24.0,1,0,O=C(O)C=1C=CC(=CC1)C=2C3=NC(C=C3)=C(C4=CC=C(C=C4)C(=O)O)C5=CC=C(N5)C(=C6N=C(C=C6)C(C7=CC=C(C=C7)C(=O)O)=C8C=CC2N8)C=9C=CC(=CC9)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,O,S,55.65649279,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,790.2063639200002,,,0.0253,,,0.0506,,15.506909292,21.928658159260003,,4.67,
(NH4)2Ce(NO3)6,,0.0506 mmol,,Zn-H4TCPP,,,0.0253 mmol,,,HBA-H,,4.67 mmol,,DMF,H2O,,1200 uL,394 uL,,120.0,1.0,1,0,O=C(O)C=1C=CC(=CC1)C=2C3=NC(C=C3)=C(C4=CC=C(C=C4)C(=O)O)C5=CC=C(N5)C(=C6N=C(C=C6)C(C7=CC=C(C=C7)C(=O)O)=C8C=CC2N8)C=9C=CC(=CC9)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,O,S,55.65649279,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,790.2063639200002,,,0.0253,,,0.0506,,15.506909292,21.928658159260003,,4.67,
(NH4)2Ce(NO3)6,,0.1265 mmol,,Co-H4TCPP,,,0.0253 mmol,,,HBA-H,,4.67 mmol,,DMF,H2O,,2400 uL,444 uL,,120.0,2.0,1,0,O=C(O)C=1C=CC(=CC1)C=2C3=NC(C=C3)=C(C4=CC=C(C=C4)C(=O)O)C5=CC=C(N5)C(=C6N=C(C=C6)C(C7=CC=C(C=C7)C(=O)O)=C8C=CC2N8)C=9C=CC(=CC9)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,O,S,55.65649279,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,790.2063639200002,,,0.0253,,,0.1265,,31.013818584,24.71148279876,,4.67,
