file ID,file name short,doi,content
132,132MOM11,10.1021/cg500192d,"Synthesis of Porph@MOM-11. Cd(NO3)2·4H2O (15.4 mg,
0.050 mmol), H3BPT (14.8 mg, 0.050 mmol), and TMPyP (15.0
mg, 0.011 mmol) were added to 2.3 mL of DMF (2.0 mL) and H2O
(0.3 mL) in a 7.0 mL scintillation vial. After the solution was heated at
85 °C for 12 h, dark prismatic crystals were harvested and washed with
methanol (yield: ∼75% based on Cd(NO3)2·4H2O).
Synthesis of Porph@MOM-12. CdCl2 (27.5 mg, 0.15 mmol),
H3BTC (10.5 mg, 0.050 mmol), and TMPyP (6.0 mg, 0.0045 mmol)
were added to a 2.3 mL of DMF (2.0 mL) and H2O (0.3 mL) in a 7.0
mL scintillation vial. The reaction mixture was heated to 85 °C for 48
h. The resulting dark prismatic crystals were harvested and washed
with methanol (yield: ∼30% based on CdCl2).
Synthesis of Porph@MOM-13. Cd(NO3)2·4H2O (46.3 mg, 0.15
mmol), H3TPT (18.1 mg, 0.050 mmol), and TMPyP (6.0 mg, 0.0045
mmol) were added to a 2.3 mL solution of DMF (2.0 mL) and H2O
(0.3 mL) in a 7.0 mL scintillation vial. The reaction mixture was
heated to 85 °C for 48 h. Dark block crystals were harvested and
washed with methanol (yield: ∼25% based on Cd(NO3)2·4H2O)."
133,133CoINA,10.1021/cg501141m,"Syntheses. Co9-INA. HINA (0.05 g, 0.41 mmol) was dissolved in
DMF/H2O (5:1 mL) in a 20 mL glass vial, and to this solution was
added solid [Co(NO3)2]·6H2O (0.10 g, 0.34 mmol). The mixture was
sonicated for 2 min and, then, heated without stirring at 87 °C for 24
h. During this period, purple polyhedral-like crystals of Co9-INA were
formed. They were isolated by filtration, washed several times with
DMF and diethyl ether, and dried under vacuum. Yield: ∼67%. The
dried crystalline product was analyzed as [Co9-INA·11DMF·15H2O]
Anal. Calcd for C141H191O68N29Co9: C 43.31, H 4.92, N 10.39. Found:
C 43.42, H 4.98, N 10.56.
Co9-INA/X (X = Benzene, Toluene). Single crystals of Co9-INA·
11DMF·15H2O (0.01 g, 0.0026 mmol) and the solvent (5 mL) were
mixed in a 23 mL Teflon-lined stainless steel autoclave. The autoclave
was sealed and placed in an oven operated at 60 °C for toluene or 100
°C for benzene, remained undisturbed at this temperature for 2 days,
and then allowed to cool at room temperature. The crystals of the
exchanged compound were isolated by filtration and dried in air. The
dried crystalline products were analyzed as [Co9-INA·2Bz·24H2O]
Anal. Calcd for C120H144O66N18Co9: C 42.08, H 4.24, N 7.36. Found:
C 42.27, H 4.39, N 7.48. Also, [Co9-INA·2Tol·4DMF·22H2O] Anal.
Calcd for C134H172O68N22Co9: C 43.39, H 4.67, N 8.31. Found: C
43.52, H 4.83, N 8.42."
134,134CuBTC,10.1021/cm501138g,"Preparation of Cu3(BTC)2 and Guests. All chemicals were
obtained from Sigma-Aldrich at 99% purity. Liquid guests for vapor
adsorption were purified overnight with molecular sieves and calcium
chloride. Cu3(BTC)2(H2O)3·xH2O was synthesized by the addition of
0.700 mol of Cu(NO3)2·6H2O in 6 mL of H2O to 0.03510 mol of
H3BTC dispersed by sonication in 6 mL of ethanol. The mixture was
stirred for 20 min, transferred into a 20 mL Teflon insert, placed in a
Parr solvothermal bomb and heated to 95 °C for 18 h, and then cooled
to room temperature over 8 h. Blue crystals were obtained by filtering,
washing with deionized water, and air-drying. A single crystal was
isolated for the SCXRD experiments. The remaining crystals were
separated from a secondary product by alternative washing and
sonication in methanol, a process involving four repeats with two
washes performed at 50 °C. The product of pure blue crystals was airdried and used for gravimetric vapor adsorption measurements."
135,135MIL53,10.1021/cm503311x,"Sample Preparation. [Al(OH)(bdc)]·0.70(H2bdc) was synthesized by following the procedure reported previously.16 Al(NO3)3·
9H2O (5.2 g) was dissolved in deionized water (20 mL) followed by
addition of H2bdc (1.112 g) to the mixture which was then placed into
a 40 mL Teflon-lined stainless steel autoclave. The mixture was heated
to 220 °C for 3 days before being cooled to room temperature without
quenching. The product was washed with deionized water and
separated by suction filtration to reveal a white powdered solid. This
product was calcined in a tube furnace under static air at 300 °C for 3
days to remove the unreacted and occluded H2bdc molecules
producing monophasic [Al(OH)(bdc)]·H2O, as evidenced by the Xray powder pattern (see Supporting Information Figure SI1) and
thermogravimetric analysis data (see Supporting Information Figure
SI2). A sample of [Al(OH)(bdc)]·H2O was packed into a 0.5 mm
diameter borosilicate capillary tube and evacuated at 2.1 × 10−1 mbar
at 150 °C for 48 h to obtain a fully evacuated sample of lp-
[Al(OH)(bdc)]. The evacuated sample was flame-sealed under
vacuum.
The synthesis of [AlF(bdc)] was developed from the previously
reported method19 with replacement of the solvent dimethylformamide (DMF) by DEF. AlF3 (0.0084 g) was dissolved in 10 mL DEF
followed by addition of H2bdc (0.996 g). The mixture was then loaded
into a 23 mL Teflon-lined stainless steel autoclave that was heated at
220 °C for 4 days. The mother liquor was removed by suction
filtration leaving a white fine powder product that was washed with 20
mL of DMF prior to being stirred overnight in 15 mL of methanol.
The powder was recovered by filtration and dried at 70 °C before
being calcined in static air at 300 °C for 24 h in order to remove any
occluded guest molecules from the framework. Successful synthesis of
[AlF(bdc)] is indicated by the powder X-ray diffraction pattern (see
Supporting Information Figure SI3) and thermogravimetric analysis
data (see Supporting Information Figure SI4). A sample of [AlF(bdc)]
was packed into a 0.5 mm diameter borosilicate capillary tube and
evacuated at 2.1 × 10−1 mbar at 200 °C for 24 h to obtain a fully
evacuated sample of ortho-lp-[AlF(bdc)]. The evacuated sample was
flame-sealed under vacuum. Another sample of [AlF(bdc)] was packed
into a 0.5 mm diameter aluminum capillary tube and evacuated at 2.1
× 10−1 mbar at 200 °C for 24 h to obtain a fully evacuated sample of
ortho-lp-[AlF(bdc)]. The evacuated sample was sealed under vacuum
by crimping the aluminum tube and further sealing it with super glue"
136,136ZnBTATDA,10.1021/ic1010083,"Synthesis of MOF 1. A mixture of Zn(NO3)2 3 6H2O (1.487 g,
5 mmol), HBTA (0.715 g, 6 mmol), and H2TDA (0.344 g,
2 mmol) were dissolved in the mixed DMF-ethanol-water
(70/70/70 mL) solution and heated in a vial (400 mL) at 100 C
for 24 h. The colorless octahedron-shaped crystals formed were
collected, washed with DMF, and dried in air (1.883 g; yield:
72%). Elem. anal. calcd for Zn5(BTA)6(TDA)2 3 15DMF3 8H2O
(C93H149N33O31S2Zn5): C, 42.69; H, 5.74; N, 17.67. Found: C,
42.84; H, 5.81; N, 17.65. Sample of MOF 1 was soaked in
methanol, filtered, and activated under high vacuum at 150 C
overnight to get MOF 1a."
137,137CdMOF,10.1021/ic402058f,"Synthesis of Compound {[Cd1.5(L)(H2O)]·2THF}n (1⊃THF).
Ligand 4,4′,4″-(benzene-1,3,5-triyltrimethylene)tribenzoic acid (H3L)
(0.075 mM, 36 mg) was deprotonated in aqueous solution using
NaOH, and the solution pH was maintained at about 6.2−6.6. Then
the aqueous solution of Cd(NO3)2·4H2O (0.05 mM, 15.42 mg) was
slowly added in the ligand solution. The total volume of the mixture
was maintained at 4 mL using water as the solvent. Further
tetrahydrofuran (THF) was added (2 mL) as a second solvent in
the reaction mixture. This reaction mixture was allowed to react in a
Teflon vessel (of capacity 18 mL volume) sealed in a steel vessel at
160 °C for 3 days. The reaction was allowed to cool slowly at a rate of
5.5 °C/h. After slow cooling of the reaction mixture, it yielded
colorless block-shaped fully grown clean crystals of 1⊃THF. Anal.
Calcd for C70H70Cd3O24: C, 51.50; H, 4.32. Found: C, 51.46; H, 4.36"
138,138NTUZ8,10.1021/ic402692p,"Synthesis of (HTEA)4[(Zn4O)2Zn(BTC)6] (NTU-Z8). A mixture of anhydrous Zn(OAc)2 (1 mmol, 
0.18 g), H3BTC (1 mmol, 0.21 g), triethylamine (TEA) (0.5 mL), and 3 mL PEG-400 was put into a 23 
mL Teflon-lined stainless-steel autoclave and heated at 160 oC for 6 days. Then, the mixture was 
naturally cooled to room temperature and washed with methanol to give colourless crystals of NTU-Z8. 
Yield: 51 % (based on H3BTC). 
Synthesis of (HTEA)4[Zn5(BTC)2(HBTC)4] (NTU-Z9). A mixture of anhydrous Zn(OAc)2 (1 mmol, 
0.18 g), H3BTC (1 mmol, 0.21 g), triethylamine (TEA) (0.5 mL), and 3 mL Octanoic acid was put into 
a 23 mL Teflon-lined stainless-steel autoclave and heated at 160 oC for 6 days. Then, the mixture was 
2 
naturally cooled to room temperature and washed with methanol to give colourless crystals of NTU-Z9. 
Yield: 72 % (based on H3BTC). 
Synthesis of [Zn9(µ3-O)2(BTC)6(H3O)4] (NTU-Z10). A mixture of anhydrous Zn(OAc)2 (1.5 mmol, 
0.27 g), H3BTC (1 mmol, 0.21 g), pyridine (0.3 mL), and 3 mL PEG-400 was put into a 23 mL 
Teflon-lined stainless-steel autoclave and heated at 160 oC for 6 days. Then, the mixture was naturally 
cooled to room temperature and washed with methanol to give colourless crystals of NTU-Z10. Yield: 
21 % (based on H3BTC). 
Synthesis of [Zn3(µ3-O)(BTC)2(H3O)2] (NTU-Z11). A mixture of Zn(NO3)2.6H2O (1 mmol, 0.30 g), 
H3BTC (1 mmol, 0.21 g), pyridine (Py) (0.5 mL), and 3 mL PEG-400 was put into a 23 mL 
Teflon-lined stainless-steel autoclave and heated at 160 oC for 6 days. Then, the mixture was naturally 
cooled to room temperature and washed with methanol to give colourless crystals of NTU-Z11. Yield: 
79 % (based on H3BTC). 
Synthesis of [Zn(HBTC)(H2BTC)Py(H3O)] (NTU-Z12). A mixture of anhydrous Zn(OAc)2 (1 
mmol, 0.18 g), H3BTC (1 mmol, 0.21 g), pyridine (Py) (0.3 mL), and 3 mL Octanoic acid was put into 
a 23 mL Teflon-lined stainless-steel autoclave and heated at 160 oC for 6 days. Then, the mixture was 
naturally cooled to room temperature and washed with methanol to give colourless block crystals of 
NTU-Z12. Yield: 68 % (based on H3BTC).
Synthesis of [Zn(HBTC)(Py)2] (NTU-Z13). A mixture of anhydrous Zn(OAc)2 (1 mmol, 0.18 g), 
H3BTC (1 mmol, 0.21 g), pyridine (0.3 mL), and 2 g hexadecyltributylphosphonium bromide was put 
into a 23 mL Teflon-lined stainless-steel autoclave and heated at 160 oC for 6 days. Then, the mixture 
was naturally cooled to room temperature and washed with methanol to give colourless crystals of 
NTU-Z13. Yield: 65 % (based on H3BTC). "
139,139NTUZ30,10.1021/ic5011133,"Synthesis of MOFs. NTU-Z30. A mixture of Co(NO3)2·H2O (1
mmol, 0.291g), 1,3,5-benzenetricarboxylic acid (H3BTC; 0.5 mmol,
0.105 g), triethylamine (TEA; 1 mL), and 4 mL of nonanoic acid was
put into a 23 mL autoclave and heated at 160 °C for 6 days. Then, the
reaction was naturally cooled and washed with acetone to give purpleblack bar crystals of NTU-Z30 (see the photograph of Figure S1a, SI).
Yield: 80% (based on H3BTC). EA and ICP analysis for
Co4C54H62N3O26 (1404.79): Co, 16.92; C, 46.08; H, 4.55; N, 3.05
(calcd: Co, 16.80; C, 46.13; H, 4.41; N, 2.99). IR (KBr pellet):
676(vs), 719(s), 758(s), 823(s), 879(s), 939(s), 1051(s), 1099(s),
1186(m), 1249(m), 1367(m), 1441(m), 1492(s), 1561(m), 1613(m),
1635(m), 1721(m), 2857(s), 2926(s), 3017(s), 3415(vs).
NTU-Z31 and NTU-Z32. A synthesis procedure similar to that for
preparing NTU-Z30 has been adopted but with a difference ratio of
raw materials. For NTU-Z31, a mixture of Co(NO3)2·H2O (0. 5
mmol, 0.145 g), H3BTC (1 mmol, 0.210 g), TEA (2.5 mL), and 2.5
mL of nonanoic acid was employed, and red bar crystals of NTU-Z31
(see the photograph of Figure S1b, SI) were obtained in 70% yield
(based on H3BTC). EA and ICP analysis for CoC15H21NO7 (386.26):
Co, 15.21; C, 46.53; H, 1.55; N, 4.17 (calcd: Co, 15.27; C, 46.60; H,
1.41; N, 4.26). IR (KBr pellet): 685(vs), 715(s), 762(s), 827(s),
874(s), 1048(vs), 1181(vs), 1259(s), 1367(m), 1436(m), 1492(s),
1561(m), 1618(m), 1696(s), 2491(vs), 2680(s), 2857(s), 2926(s),
3112(vs), 3411(vs). For NTU- Z32, a mixture of Co(NO3)2·H2O (0.5
mmol, 0.145 g), H3BTC (0.5 mmol, 0.105 g), TEA (1 mL), and 4 mL
of nonanoic acid was used, and purple prism crystals of NTU-Z32
were obtained (see the photograph of Figure S1c, SI). Yield: 80%
(based on H3BTC). EA and ICP analysis for Co3C60H76N4O24
(1414.04): Co, 12.56; C, 50.97; H, 5.17; N, 4.07 (calcd: Co, 12.52;
C, 50.92; H, 5.37; N, 3.96). IR (KBr pellet): 685(vs), 715(s), 762(s),
1181(s), 1259(s), 1367(m), 1432(m), 1488(s), 1561(m), 1622(m),
1691(s), 2491(vs), 2676(s), 2737(vs), 2857(vs), 2931(s), 2983(s),
3112(s), 3411(vs)."
140,140CdMOF,10.1021/ic501801f,"Synthesis of Complex 1 [Cd3(L1
)2(DMA)2]·DMA. Cd(NO3)2·
4H2O (5.0 mg, 0.016 mmol), H3L1 (2.0 mg, 0.0053 mmol), and DMA
(1 mL) were heated to 120 °C for 3000 min in a sealed tube. The
colorless crystalline blocks formed on the wall of the glass tube were
collected by filtration, washed with DMA and EtOH, and dried in air
(yield: 25%, based on cadmium). Anal. Calcd (Found) for 1: C, 57.19
(57.21); H, 6.48 (6.55); N, 3.88 (3.84)%. IR peaks (KBr, cm−1
): 3512
(m), 2933 (m), 1623 (s), 1542 (s), 1417 (s), 1275 (m), 1097 (w),
1035 (w), 873 (m), 668 (m).
Synthesis of Complex 2 [Zn3(L2
)3(H2O)2]·5H2O·2EtOH. Zn-
(NO3)2·6H2O (20 mg, 0.068 mmol), H3L1 (20 mg, 0.053 mmol), and
5 mL EtOH and H2O (v/v = 4/1) were heated to 120 °C for 3000
min in a 20 mL vial. The colorless, block-shaped crystals were obtained
and washed with EtOH (yield: 30%, based on zinc). Anal. Calcd
(Found) for 2: C, 63.19 (63.35), H, 7.00 (7.12)%. IR peaks (KBr,
cm−1
): 3442 (m), 2924 (m), 1657 (s), 1551 (s), 1417 (s), 1275 (s),
1096 (w), 1043 (w), 865 (w), 632 (w)."
141,141ZnMOF,10.1021/ic502643m,"Synthesis of I 
A mixture of Zn(NO3)2·6H2O (50 mg), H3L
1
 (10 mg), HNO3 (5 µl, 16 mol/L) and DMA 
(0.5 ml) was stirred for ca. 20 min in air, then transferred and sealed in a 4 ml 
Teflon-lined autoclave, which was heated at 120 °C for 48 h. After cooling to the room 
temperature, the corlorless crystals were obtained. IR (cm-1): 3432 (s), 1626 (s), 1595(s), 
1383 (s), 1258 (s), 1180 (s), 1011 (s), 868 (s), 769(s), 720 (s), 588(s). 
Fig. S1 The potential matrix of corporation between selected tricarboxylate ligands and 
dicarboxylate ligands for preparation the PCPs with tunable pore size and type 
simultaneously. 
Synthesis of Ia 
A mixture of Zn(NO3)2·6H2O (50 mg), H3L
1
 (10 mg) and H2BDC(6 mg) in DMA (0.5 
ml) was stirred for ca. 20 min in air, then transferred and sealed in a 4 ml Teflon-lined 
autoclave, which was heated at 120 °C for 48 h. After cooling to the room temperature, 
the corlorless crystals were obtained. IR (cm-1): 3393 (s), 1614 (s), 1581(s), 1499 (s), 
1383 (s), 1264 (s), 1180 (s), 1005(s), 775(s), 715 (s), 588(s). 
Synthesis of Ib 
A mixture of Zn(NO3)2·6H2O (50 mg), H3L
1
 (10 mg) and H2BNDC (3.8 mg) in 0.5 ml 
DMA was stirred for ca. 20 min in air, then transferred and sealed in a 4 ml Teflon-lined 
autoclave, which was heated at 120 °C for 48 h. After cooling to the room temperature, 
the corlorless crystals were obtained. IR (cm-1): 3487 (s), 1613 (s), 1586(s), 1441 (s), 
1391 (s), 1360 (s), 1262 (s), 1182 (s), 1013(s), 770(s), 717 (s), 589(s). 
Synthesis of Ic 
A mixture of Zn(NO3)2·6H2O (50 mg), H3L
1
 (10 mg), H2NPDC (3.8 mg) and HNO3
(5µl, 16mol/L) in 0.5 ml DMA was stirred for ca. 20 min in air, then transferred and 
sealed in a 4 ml Teflon-lined autoclave, which was heated at 120 °C for 48 h. After 
cooling to the room temperature, the corlorless crystals were obtained. IR (cm-1): 3457 
(s), 1618 (s), 1588(s), 1443 (s), 1393 (s), 1358 (s), 1264 (s), 1184 (s), 1011(s), 772(s), 
714 (s), 589(s). 
Synthesis of Id 
A mixture of Zn(NO3)2·6H2O (50 mg), H3L
1
 (10 mg) H2BPDC (6 mg) and HNO3 (5µl, 
16mol/L) in 1 ml DMA/DEF (1:1) was stirred for ca. 20 min in air, then transferred and 
sealed in a 4 ml Teflon-lined autoclave, which was heated at 125 °C for 48 h. After 
cooling to the room temperature, the corlorless crystals were obtained. IR (cm-1): 3442 
(s), 1616 (s), 1586(s), 1439 (s), 1392 (s), 1360 (s), 1263 (s), 1185 (s), 1011(s), 771(s), 
718 (s), 590(s). 
Synthesis of IIa 
A mixture of Zn(NO3)2·6H2O (110 mg), H3L
2
 (30 mg), H2BDC(4 mg), HNO3 (5µl, 
16mol/L) and DMA (1 ml) was stirred for ca. 20 min in air, then transferred and sealed 
in a 20 ml Teflon-lined autoclave, which was heated at 110 °C for 48 h. After cooling to 
the room temperature, the corlorless crystals were obtained. IR (cm-1): 3393 (s), 1655 
(s), 1621(s), 1584(m), 1556(m), 1499 (s), 1372 (s), 1262 (s), 1188 (s), 1102 (s), 
1016(s), 875(s), 840 (s), 774 (s), 719 (s), 590(s).
Synthesis of IIb 
A mixture of Zn(NO3)2·6H2O (110 mg), H3L
2
 (30 mg), H2BNDC(5.5 mg), HNO3 (5µl, 
16mol/L) and DMA (1 ml) was stirred for ca. 20 min in air, then transferred and sealed 
in a 20 ml Teflon-lined autoclave, which was heated at 120 °C for 48 h. After cooling to 
the room temperature, the corlorless crystals were obtained. IR (cm-1): 3460 (s), 
1659(s), 1620 (s), 1584(s), 1551(s), 1403 (s), 1366 (s), 1327 (s), 1259 (s),1188 (s), 1092 
(s), 1015(s), 879(s), 782 (s), 717 (s), 658(s), 593(s). 
Synthesis of IIc
A mixture of Zn(NO3)2·6H2O (110 mg), H3L
2
 (30 mg), H2NPDC(5.5 mg), HNO3 (5µl, 
16mol/L) and DMA (1 ml) was stirred for ca. 20 min in air, then transferred and sealed 
in a 20 ml Teflon-lined autoclave, which was heated at 110 °C for 48 h. After cooling to 
the room temperature, the corlorless crystals were obtained. IR (cm-1): 3417 (s), 1620 
(s), 1582(s), 1550(s), 1395 (s), 1365 (s),1262 (s), 1184 (s), 1145 (s), 1104 (s), 1011(s), 
879(s), 840 (s), 774 (s), 717(s), 676 (s), 588(s). 
Synthesis of IId
A mixture of Zn(NO3)2·6H2O (110 mg), H3L
2
 (30 mg), H2BPDC(6 mg), HNO3 (5µl, 
16mol/L) and DMA (1 ml) was stirred for ca. 20 min in air, then transferred and sealed 
in a 20 ml Teflon-lined autoclave, which was heated at 110 °C for 48 h. After cooling to 
the room temperature, the corlorless crystals were obtained. IR (cm-1): 3392 (s), 1620 
(s), 1582 (s), 1551 (s), 1394(s), 1368 (s), 1277 (s), 1261 (s), 1185 (s), 1146(s), 1100 (s), 
1059 (s), 1016(s), 915 (s), 875 (s), 841 (s), 777 (s), 718 (s), 676 (s), 590(s). 
Synthesis of IIIc 
A mixture of Zn(NO3)2·6H2O (45 mg), H3L
3
 (10 mg), H2NPDC(5 mg), HNO3 (5µl, 
16mol/L) and DMA (0.5 ml) was stirred for ca. 20 min in air, then transferred and 
sealed in a 20 ml Teflon-lined autoclave, which was heated at 120 °C for 48 h. After 
cooling to the room temperature, the corlorless crystals were obtained. IR (cm-1): 3398 
(s), 1620 (s), 1582 (s), 1550 (s), 1395(s), 1367 (s), 1262(s), 1185 (s), 1144(s), 1103 (s), 
1058 (s), 10165(s), 878 (s), 840 (s), 775 (s), 717 (s), 676 (s), 589(s). 
Synthesis of IIId 
A mixture of Zn(NO3)2·6H2O (45 mg), H3L
2
 (10 mg), H2BPDC(6 mg), HNO3 (5µl, 
16mol/L) and DMA (0.5 ml) was stirred for ca. 20 min in air, then transferred and 
sealed in a 20 ml Teflon-lined autoclave, which was heated at 120 °C for 48 h. After 
cooling to the room temperature, the corlorless crystals were obtained. IR (cm-1): 3428 
(s), 1608 (s), 1587 (s), 1560 (s), 1442(s), 1298 (s), 1262 (s), 1184 (s), 1100 (s), 1014(s), 
915 (s), 870 (s), 829 (s), 774 (s), 723 (s), 654 (s), 589(s), 560(s)."
